Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
        |               0               1               2               3               4               5               6               7               8               9
--------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------
     79 | (121,115)= 3281 (118,115)=    0 (118,115)=    0 (112,115)=    0 (110,115)=    0 (107,115)=    0 (104,115)=    0 (101,115)=    0 ( 98,115)=    0 ( 96,115)=    0 
     80 | (121,203)= 3278 (117,203)=    0 (117,203)=    0 (110,203)=    0 (107,203)=    0 (103,203)=    0 ( 99,203)=    0 ( 96,203)=    0 ( 92,203)=    0 ( 89,203)=    0 
     81 | (222, 71)= 3261 (220, 70)=    0 (220, 70)=    0 (216, 69)=    0 (214, 69)=    0 (212, 69)=    0 (209, 69)=    0 (206, 69)=    0 (204, 70)=    0 (202, 70)=    0 
     82 | (237,212)= 3236 (232,212)=    0 (232,212)=    0 (222,212)=    0 (217,212)=    0 (211,212)=    0 (206,212)=    0 (201,212)=    0 (196,212)=    0 (191,212)=    0 
     83 | ( 95, 42)= 3223 ( 92, 42)=    0 ( 92, 42)=    0 ( 87, 42)=    0 ( 84, 42)=    0 ( 82, 42)=    0 ( 79, 42)=    0 ( 77, 42)=    0 ( 74, 42)=    0 ( 72, 42)=    0 
     84 | (281,115)= 3171 (277,116)=    0 (277,116)=    0 (269,117)=    0 (265,118)=    0 (261,119)=    0 (257,119)=    0 (254,119)=    0 (250,119)=    0 (246,120)=    0 
     85 | ( 31,105)= 3129 ( 26,105)=    0 ( 26,105)=    0 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 ( -1, -1)=   -4 
     86 | (203,187)= 3114 (198,187)=    0 (198,187)=    0 (188,187)=    0 (182,187)=    0 (177,187)=    0 (172,187)=    0 (167,187)=    0 (162,186)=    0 (157,186)=    0 
     87 | (152, 90)= 3112 (150, 90)=    0 (150, 90)=    0 (146, 90)=    0 (143, 90)=    0 (141, 90)=    0 (139, 90)=    0 (137, 90)=    0 (135, 90)=    0 (133, 90)=    0 
     88 | (168, 70)= 2979 (166, 70)=    0 (166, 70)=    0 (162, 70)=    0 (159, 70)=    0 (157, 70)=    0 (155, 70)=    0 (153, 70)=    0 (151, 70)=    0 (149, 70)=    0 
